PlayerID,Year,Team,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,SO,GDP,AVG,SLG,OBP
70121,2002.0,LG,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
70121,2003.0,LG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70121,2004.0,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70121,2005.0,LG,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70121,2006.0,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70121,2007.0,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70121,2008.0,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70121,2009.0,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70122,2000.0,LG,2,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.5
70122,2004.0,LG,7,5,4,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.2
70122,2005.0,LG,16,27,26,3,7,2,0,1,12,4,0,0,1,7,0,0.269,0.462,0.296
70122,2006.0,LG,31,62,57,4,15,3,0,1,21,5,0,0,4,15,0,0.263,0.368,0.323
70122,2007.0,LG,22,23,20,1,5,1,0,0,6,0,0,0,1,1,0,0.25,0.3,0.286
70122,2008.0,Doosan,63,109,100,7,21,7,0,1,31,13,0,0,8,18,4,0.21,0.31,0.266
70122,2009.0,Doosan,84,245,214,28,45,6,0,8,75,26,1,0,23,50,7,0.21,0.35,0.292
70122,2010.0,Doosan,42,49,44,5,11,2,0,0,13,5,0,0,3,8,1,0.25,0.295,0.292
70122,2011.0,Doosan,17,37,33,1,4,0,0,1,7,5,0,0,2,6,2,0.121,0.212,0.194
70122,2012.0,Hanwha,24,53,46,3,13,1,0,1,17,6,0,0,5,11,2,0.283,0.37,0.377
70122,2013.0,Hanwha,10,16,14,0,1,0,0,0,1,0,0,0,2,4,2,0.071,0.071,0.188
70123,2000.0,LG,20,84,72,12,21,4,1,4,39,10,0,0,10,12,2,0.292,0.542,0.393
70124,2000.0,LG,20,86,81,14,18,2,1,6,40,20,1,0,5,25,4,0.222,0.494,0.267
70124,2003.0,LG,23,86,70,6,15,0,0,2,21,5,1,1,14,19,3,0.214,0.3,0.36
70135,2004.0,LG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70142,2012.0,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70142,2013.0,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70142,2015.0,KIA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70142,2016.0,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70142,2017.0,KIA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70148,2000.0,LG,47,27,26,6,3,0,0,0,3,0,0,0,1,5,0,0.115,0.115,0.148
70148,2001.0,LG,19,15,13,3,1,0,0,0,1,1,0,0,2,4,1,0.077,0.077,0.200
70148,2002.0,LG,13,10,9,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
70148,2003.0,LG,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-,-,-
70148,2004.0,SK,4,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000
70224,2000.0,Doosan,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
70224,2001.0,Doosan,64,97,89,16,21,7,1,2,36,11,2,0,6,28,1,0.236,0.404,0.292
70224,2002.0,Doosan,93,182,160,30,40,6,1,5,63,25,6,1,16,43,4,0.25,0.394,0.324
70224,2003.0,Doosan,6,15,13,3,3,0,0,1,6,3,1,0,2,2,1,0.231,0.462,0.333
70224,2004.0,Doosan,40,85,72,14,17,2,1,1,24,5,2,1,10,20,0,0.236,0.333,0.337
70224,2005.0,Doosan,48,124,102,12,24,3,1,1,32,10,2,1,18,30,2,0.235,0.314,0.361
70224,2006.0,Samsung,87,145,128,16,30,6,1,4,50,16,4,3,13,33,2,0.234,0.391,0.306
70224,2007.0,Samsung,83,170,142,20,40,9,1,1,54,13,4,2,16,25,4,0.282,0.38,0.37
70224,2008.0,Samsung,81,160,134,27,37,8,0,3,54,14,3,4,19,28,3,0.276,0.403,0.376
70224,2009.0,Samsung,126,529,449,89,139,24,2,20,227,78,20,3,69,61,15,0.31,0.506,0.405
70224,2010.0,Samsung,89,279,232,38,55,12,0,4,79,26,8,0,40,44,8,0.237,0.341,0.353
70224,2011.0,Samsung,52,168,146,14,39,7,1,1,51,18,3,1,17,24,3,0.267,0.349,0.347
70224,2012.0,Samsung,102,274,235,30,60,10,1,6,90,38,5,3,28,49,5,0.255,0.383,0.332
70224,2013.0,Samsung,32,99,82,11,17,5,0,0,22,5,3,0,14,19,5,0.207,0.268,0.327
70224,2015.0,Samsung,5,8,6,0,0,0,0,0,0,0,0,0,1,3,0,0.0,0.0,0.25
70240,2000.0,Doosan,18,26,21,2,4,0,0,0,4,0,1,0,5,6,0,0.19,0.19,0.346
70240,2001.0,Doosan,13,21,18,2,3,1,0,1,7,2,0,0,1,7,1,0.167,0.389,0.286
70240,2004.0,Doosan,54,48,41,13,6,1,0,0,7,5,4,4,2,16,0,0.146,0.171,0.25
70240,2005.0,Doosan,15,15,13,2,2,0,0,0,2,1,1,1,2,3,1,0.154,0.154,0.267
70240,2006.0,Doosan,67,122,106,15,28,1,1,1,34,5,3,4,6,20,3,0.264,0.321,0.35
70240,2007.0,Doosan,78,68,62,18,15,1,2,1,23,8,5,1,2,21,0,0.242,0.371,0.299
70240,2008.0,Doosan,90,114,107,23,24,1,1,2,33,15,7,3,2,27,1,0.224,0.308,0.263
70240,2010.0,Hanwha,118,428,353,39,106,20,3,7,153,42,14,9,40,73,12,0.3,0.433,0.388
70240,2011.0,Hanwha,82,291,248,23,62,11,0,4,85,26,3,3,32,58,7,0.25,0.343,0.35
70240,2012.0,Hanwha,7,5,2,1,0,0,0,0,0,0,0,0,3,2,0,0.0,0.0,0.6
70249,2001.0,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70303,2000.0,Hyundai,55,71,67,8,15,2,3,1,26,5,1,1,3,16,2,0.224,0.388,0.257
70303,2001.0,Hyundai,42,65,64,5,12,0,0,0,12,3,1,3,1,14,4,0.188,0.188,0.2
70303,2005.0,Hyundai,37,45,40,3,4,1,0,0,5,1,0,2,3,15,1,0.1,0.125,0.2
70303,2006.0,Doosan,5,4,3,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.25
70309,2000.0,Hyundai,37,164,133,22,33,7,0,12,76,26,0,0,25,36,4,0.248,0.571,0.378
70310,2000.0,Hyundai,39,158,142,23,40,7,0,5,62,32,5,2,13,32,1,0.282,0.437,0.342
70312,2005.0,Hyundai,9,10,10,0,1,0,0,0,1,1,0,0,0,5,0,0.1,0.1,0.1
70312,2007.0,Hyundai,30,44,41,5,8,2,0,1,13,6,0,0,3,13,1,0.195,0.317,0.25
70312,2008.0,Woori,31,34,30,5,6,1,1,0,9,3,2,0,4,5,2,0.2,0.3,0.294
70312,2009.0,Woori,19,28,24,2,3,1,0,1,7,2,0,0,0,5,1,0.125,0.292,0.214
70312,2010.0,Nexen,37,69,61,6,11,3,0,1,17,4,0,1,8,16,2,0.18,0.279,0.275
70312,2011.0,Nexen,57,149,130,12,32,7,1,2,47,18,1,1,15,34,5,0.246,0.362,0.333
70312,2012.0,Nexen,94,208,173,16,40,3,1,3,54,20,5,2,29,41,7,0.231,0.312,0.351
70312,2013.0,Nexen,67,143,117,14,34,5,0,0,39,17,0,0,20,29,3,0.291,0.333,0.401
70312,2014.0,Nexen,6,7,6,1,0,0,0,0,0,0,0,0,1,3,0,0.0,0.0,0.143
70317,2000.0,Hyundai,133,537,487,74,115,23,2,37,253,91,2,1,36,173,6,0.236,0.52,0.302
70317,2001.0,Hyundai,123,474,414,66,100,13,1,28,199,66,0,4,49,160,4,0.242,0.481,0.335
70317,2002.0,LG,13,28,21,0,0,0,0,0,0,0,0,0,3,10,0,0.0,0.0,0.222
70323,2001.0,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70323,2003.0,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70323,2004.0,Hyundai,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70323,2006.0,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70329,2003.0,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70329,2011.0,Hanwha,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70329,2012.0,Hanwha,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70335,2000.0,Hyundai,27,100,91,9,19,1,0,3,29,14,2,0,6,25,4,0.209,0.319,0.25
70345,2003.0,Hyundai,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70345,2004.0,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70345,2005.0,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70345,2006.0,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70345,2007.0,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70349,2005.0,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70349,2006.0,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70349,2007.0,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70349,2008.0,Woori,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70349,2010.0,Nexen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70352,2005.0,Hyundai,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,1.0
70356,2005.0,Hyundai,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70356,2007.0,Hyundai,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70364,2000.0,Hyundai,20,49,43,6,11,1,0,3,21,9,0,0,6,10,1,0.256,0.488,0.347
70364,2001.0,Hyundai,71,165,142,20,37,6,0,6,61,19,0,0,20,39,1,0.261,0.43,0.348
70364,2002.0,Hyundai,11,20,17,2,5,2,1,0,9,5,0,0,3,4,0,0.294,0.529,0.4
70364,2003.0,Hyundai,61,182,156,19,40,7,0,7,68,21,0,0,20,44,1,0.256,0.436,0.356
70364,2004.0,Hyundai,79,128,108,17,32,6,0,7,59,15,0,2,20,34,2,0.296,0.546,0.406
70364,2005.0,Hyundai,37,111,96,12,20,7,0,2,33,4,0,1,14,27,3,0.208,0.344,0.315
70364,2006.0,Hyundai,51,68,57,5,10,1,0,2,17,5,0,0,10,13,2,0.175,0.298,0.309
70364,2007.0,Hyundai,4,4,3,0,1,0,0,0,1,0,0,0,1,2,0,0.333,0.333,0.5
70364,2008.0,Woori,32,59,49,6,11,0,0,1,14,4,0,0,10,11,1,0.224,0.286,0.356
70364,2010.0,Hanwha,40,103,88,12,20,3,0,1,26,7,1,1,12,26,2,0.227,0.295,0.32
70408,2000.0,Samsung,47,68,60,19,16,4,0,2,26,5,0,0,6,21,1,0.267,0.433,0.343
70408,2001.0,Samsung,84,249,217,30,57,8,3,5,86,36,0,2,20,48,10,0.263,0.396,0.328
70408,2002.0,Samsung,119,372,316,49,74,12,2,9,117,36,3,0,35,79,9,0.234,0.37,0.32
70408,2003.0,Samsung,81,207,177,24,42,12,0,1,57,20,0,0,21,33,6,0.237,0.322,0.32
70408,2004.0,Samsung,29,40,33,3,4,0,0,0,4,3,0,1,6,9,0,0.121,0.121,0.256
70408,2005.0,Samsung,26,44,38,5,7,1,0,1,11,7,1,0,4,15,2,0.184,0.289,0.256
70408,2006.0,Samsung,43,100,91,8,15,1,0,0,16,2,1,0,4,18,4,0.165,0.176,0.2
70408,2007.0,Samsung,46,84,76,7,17,3,1,0,22,5,1,0,4,19,5,0.224,0.289,0.256
70408,2008.0,SK,25,60,50,3,12,4,0,1,19,6,1,1,9,10,0,0.24,0.38,0.356
70408,2009.0,SK,45,67,60,4,19,4,0,1,26,9,2,1,5,11,6,0.317,0.433,0.369
70408,2010.0,SK,44,104,92,15,28,9,0,1,40,10,0,2,7,18,2,0.304,0.435,0.36
70408,2011.0,SK,9,11,9,1,2,1,0,0,3,2,0,0,2,5,0,0.222,0.333,0.364
70410,2000.0,Samsung,60,52,48,22,15,3,2,0,22,5,7,2,3,16,0,0.313,0.458,0.365
70410,2001.0,Lotte,86,333,300,57,94,21,4,4,135,31,29,8,24,56,7,0.313,0.45,0.363
70410,2002.0,Lotte,84,291,264,25,58,13,4,7,100,25,9,8,14,75,5,0.22,0.379,0.271
70410,2003.0,Lotte,55,131,125,12,20,5,1,3,36,3,7,2,5,33,1,0.16,0.288,0.192
70410,2004.0,Lotte,120,503,450,53,109,20,5,7,160,42,44,10,32,92,7,0.242,0.356,0.31
70410,2007.0,Lotte,113,416,387,49,101,17,1,5,135,30,22,8,13,69,4,0.261,0.349,0.298
70410,2008.0,Lotte,104,458,412,75,129,16,7,1,162,42,32,18,24,61,6,0.313,0.393,0.359
70410,2009.0,Lotte,109,479,435,77,135,30,5,7,196,51,34,7,28,56,7,0.31,0.451,0.356
70410,2010.0,Lotte,118,535,485,89,134,18,4,9,187,40,65,19,31,65,5,0.276,0.386,0.324
70410,2011.0,Lotte,86,371,321,58,100,12,3,6,136,40,25,10,27,38,4,0.312,0.424,0.373
70410,2012.0,Lotte,118,488,435,62,128,27,3,5,176,39,32,13,30,48,7,0.294,0.405,0.346
70410,2013.0,KIA,47,195,168,24,51,9,4,0,68,28,23,3,15,18,4,0.304,0.405,0.372
70410,2014.0,KIA,100,442,399,72,138,32,4,9,205,46,22,10,31,48,11,0.346,0.514,0.397
70410,2015.0,KIA,98,377,333,66,109,23,2,18,190,62,8,2,23,58,10,0.327,0.571,0.383
70410,2016.0,KIA,130,555,511,97,177,37,3,23,289,101,9,7,30,68,13,0.346,0.566,0.386
70410,2017.0,KIA,122,478,440,78,136,39,2,12,215,70,9,2,31,59,17,0.309,0.489,0.359
70410,2018.0,KIA,121,471,429,71,146,23,0,18,223,93,8,1,23,57,15,0.34,0.52,0.375
70410,2019.0,KIA,100,363,337,35,101,16,0,3,126,32,3,1,17,44,6,0.3,0.374,0.34
70410,2020.0,KIA,7,18,18,3,6,0,0,1,9,2,0,1,0,2,2,0.333,0.5,0.333
70414,2000.0,Samsung,132,549,477,79,156,19,1,22,243,110,12,5,63,86,11,0.327,0.509,0.403
70425,2004.0,Samsung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70425,2005.0,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70425,2013.0,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70425,2019.0,Doosan,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70427,2000.0,Samsung,73,131,110,16,25,6,1,0,33,10,1,0,11,23,2,0.227,0.3,0.333
70427,2001.0,Samsung,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2
70434,2005.0,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70434,2012.0,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70444,2002.0,Lotte,7,11,11,1,1,0,0,0,1,0,0,0,0,5,0,0.091,0.091,0.091
70464,2001.0,Samsung,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
70503,2000.0,Lotte,35,122,110,10,28,9,0,1,40,9,1,1,11,20,3,0.255,0.364,0.328
70523,2000.0,Lotte,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
70533,2000.0,Lotte,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
70533,2001.0,Lotte,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
70542,2000.0,Lotte,74,322,294,33,89,17,1,11,141,53,4,3,25,60,9,0.303,0.48,0.36
70543,2000.0,Lotte,2,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0.0,0.0,0.0
70553,2000.0,Lotte,5,3,3,1,1,0,0,0,1,1,0,0,0,2,0,0.333,0.333,0.333
70553,2001.0,Lotte,47,61,56,10,8,3,0,1,14,7,2,1,3,11,1,0.143,0.25,0.183
70553,2002.0,Lotte,66,146,136,15,33,6,0,0,39,8,6,2,9,38,6,0.243,0.287,0.29
70553,2003.0,Lotte,95,321,281,34,69,10,2,4,95,32,7,4,20,42,9,0.246,0.338,0.298
70553,2004.0,Lotte,131,386,340,35,69,7,2,6,98,35,11,4,30,75,8,0.203,0.288,0.273
70553,2005.0,Lotte,114,382,335,44,93,13,3,3,121,27,8,3,36,61,5,0.278,0.361,0.349
70553,2006.0,Lotte,117,371,310,26,78,14,0,0,92,25,8,8,33,53,7,0.252,0.297,0.329
70553,2007.0,Lotte,108,320,266,26,59,8,1,1,72,24,5,4,34,44,5,0.222,0.271,0.313
70553,2008.0,Lotte,113,404,351,47,102,13,1,1,120,36,16,7,40,47,6,0.291,0.342,0.364
70553,2009.0,Lotte,109,346,299,32,65,10,1,0,77,21,7,6,28,61,13,0.217,0.258,0.283
70553,2010.0,Lotte,48,166,153,10,33,3,0,0,36,13,2,0,6,18,5,0.216,0.235,0.248
70553,2013.0,Lotte,31,70,60,4,12,2,0,0,14,9,1,3,9,11,3,0.2,0.233,0.304
70553,2014.0,Lotte,22,63,51,8,8,2,0,0,10,2,0,1,10,11,1,0.157,0.196,0.295
70553,2015.0,KT,126,350,300,27,84,13,1,1,102,30,3,0,30,84,10,0.28,0.34,0.35
70553,2016.0,KT,117,348,308,36,84,13,0,2,103,34,0,2,27,53,8,0.273,0.334,0.331
70553,2017.0,KT,97,263,235,22,56,11,1,2,75,18,2,1,16,51,9,0.238,0.319,0.289
70553,2018.0,KT,98,196,173,17,37,6,0,1,46,15,1,0,13,50,8,0.214,0.266,0.272
70608,2000.0,Haitai,89,191,170,14,40,7,1,4,61,24,0,2,13,30,4,0.235,0.359,0.291
70608,2001.0,SK,113,334,289,34,71,16,2,11,124,44,3,4,35,58,9,0.246,0.429,0.335
70608,2002.0,SK,88,223,191,23,51,4,0,6,73,25,2,1,17,41,4,0.267,0.382,0.36
70608,2003.0,SK,55,89,84,6,19,3,0,1,25,9,2,0,3,18,1,0.226,0.298,0.247
70608,2004.0,LG,52,64,58,4,10,4,0,2,20,12,0,0,4,14,1,0.172,0.345,0.234
70608,2007.0,LG,3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
70612,2000.0,Haitai,88,199,184,18,43,8,0,3,60,23,0,0,8,52,3,0.234,0.326,0.267
70612,2001.0,KIA,127,437,396,45,103,10,1,6,133,41,0,4,27,73,12,0.26,0.336,0.31
70612,2002.0,KIA,113,391,357,36,79,12,0,7,112,41,3,1,18,67,11,0.221,0.314,0.266
70612,2003.0,KIA,125,467,423,43,118,23,1,7,164,46,3,2,30,69,9,0.279,0.388,0.33
70612,2004.0,KIA,128,439,389,39,102,21,0,8,147,45,2,1,33,66,11,0.262,0.378,0.319
70612,2005.0,KIA,105,338,298,29,70,8,0,8,102,40,0,2,24,50,5,0.235,0.342,0.297
70612,2006.0,KIA,122,417,367,33,86,15,1,2,109,35,1,2,30,54,9,0.234,0.297,0.296
70612,2007.0,KIA,109,362,320,28,84,17,0,3,110,30,3,0,20,40,6,0.263,0.344,0.318
70612,2008.0,KIA,35,94,86,8,23,3,0,2,32,9,1,1,5,13,1,0.267,0.372,0.312
70612,2009.0,KIA,124,441,379,35,87,14,0,12,137,65,2,1,46,72,10,0.23,0.361,0.316
70612,2010.0,KIA,107,354,300,25,73,11,0,4,96,39,1,2,34,43,11,0.243,0.32,0.326
70612,2011.0,KIA,67,150,123,19,24,3,0,3,36,16,0,0,24,26,2,0.195,0.293,0.329
70612,2012.0,KIA,80,192,163,11,28,5,0,2,39,20,0,0,18,39,5,0.172,0.239,0.262
70612,2013.0,KIA,49,108,87,7,20,4,0,0,24,8,0,0,13,17,3,0.23,0.276,0.33
70612,2014.0,KIA,9,12,10,0,1,0,0,0,1,0,0,0,2,3,0,0.1,0.1,0.25
70615,2002.0,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70615,2004.0,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70615,2005.0,Samsung,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70615,2006.0,Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70615,2008.0,Lotte,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70615,2009.0,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70615,2010.0,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70615,2012.0,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70615,2013.0,Lotte,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000
70615,2014.0,Lotte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70625,2000.0,Haitai,27,38,35,3,4,1,0,1,8,3,0,0,2,18,2,0.114,0.229,0.184
70626,2000.0,Haitai,49,191,171,24,41,6,0,5,62,21,2,3,13,27,4,0.24,0.363,0.307
70626,2001.0,KIA,133,508,451,60,132,24,1,14,200,72,8,2,43,62,14,0.293,0.443,0.354
70626,2002.0,KIA,111,449,401,43,103,21,0,12,160,69,7,5,30,68,10,0.257,0.399,0.315
70626,2003.0,KIA,129,549,487,75,141,26,1,22,235,100,7,7,45,54,13,0.29,0.483,0.347
70626,2004.0,KIA,96,407,342,57,101,20,1,15,168,51,8,4,50,43,14,0.295,0.491,0.389
70626,2005.0,KIA,90,386,345,45,98,15,1,9,142,46,7,7,36,41,15,0.284,0.412,0.353
70626,2006.0,KIA,66,243,214,14,44,6,0,1,53,17,0,0,19,34,9,0.206,0.248,0.28
70626,2007.0,KIA,59,230,199,22,52,7,0,7,80,27,0,2,20,22,8,0.261,0.402,0.338
70626,2009.0,KIA,74,257,218,26,57,8,0,5,80,27,2,2,30,39,5,0.261,0.367,0.362
70626,2010.0,KIA,10,27,25,0,5,1,0,0,6,1,0,0,2,6,2,0.2,0.24,0.259
70630,2001.0,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70640,2000.0,Haitai,39,130,122,11,26,3,0,1,32,8,1,0,6,17,4,0.213,0.262,0.246
70641,2000.0,Haitai,74,334,305,39,102,15,2,3,130,44,31,10,21,32,2,0.334,0.426,0.376
70641,2001.0,KIA,46,197,177,24,42,6,1,1,53,14,10,5,16,26,2,0.237,0.299,0.308
70643,2000.0,Haitai,15,68,59,13,16,4,0,3,29,13,3,1,9,22,3,0.271,0.492,0.368
70644,2000.0,Haitai,77,279,238,33,54,8,0,8,86,38,3,2,38,51,7,0.227,0.361,0.337
70646,2001.0,KIA,16,20,20,2,3,0,0,1,6,4,0,0,0,6,0,0.15,0.3,0.15
70646,2002.0,LG,31,42,32,7,10,0,1,1,15,6,0,0,7,18,0,0.313,0.469,0.476
70646,2003.0,LG,55,209,182,24,49,9,1,7,81,28,7,1,16,50,1,0.269,0.445,0.346
70646,2004.0,LG,100,316,277,37,67,10,2,9,108,35,7,5,28,77,11,0.242,0.39,0.326
70646,2007.0,LG,121,434,378,44,89,27,0,7,137,41,6,0,33,85,12,0.235,0.362,0.311
70646,2008.0,LG,75,243,214,28,52,9,2,8,89,18,2,3,19,55,8,0.243,0.416,0.311
70646,2009.0,KIA,121,496,448,77,141,30,2,36,283,127,7,5,41,103,11,0.315,0.632,0.379
70646,2010.0,KIA,79,330,288,44,62,5,1,21,132,53,3,1,33,85,10,0.215,0.458,0.312
70646,2011.0,KIA,101,405,357,38,91,15,0,14,148,64,8,0,37,83,12,0.255,0.415,0.338
70646,2012.0,KIA,32,126,116,17,30,9,0,4,51,17,1,2,6,26,3,0.259,0.44,0.312
70646,2013.0,SK,113,360,322,39,76,17,0,7,114,37,8,1,29,84,17,0.236,0.354,0.304
70646,2014.0,SK,42,87,80,8,21,3,1,5,41,20,1,1,5,22,2,0.263,0.513,0.31
70646,2015.0,KT,134,539,475,71,133,20,0,27,234,88,4,5,50,115,21,0.28,0.493,0.354
70646,2016.0,KT,62,246,222,29,50,5,0,11,88,32,0,1,20,48,10,0.225,0.396,0.293
70649,2000.0,Haitai,6,6,5,1,2,1,0,0,3,0,0,0,1,2,0,0.4,0.6,0.5
70649,2001.0,LG,5,6,4,0,1,0,0,0,1,0,0,0,2,1,0,0.25,0.25,0.5
70649,2004.0,LG,16,35,31,3,5,0,0,1,8,4,0,0,4,11,1,0.161,0.258,0.257
70649,2005.0,LG,4,8,7,0,1,0,0,0,1,1,0,0,0,2,0,0.143,0.143,0.125
70649,2006.0,LG,83,283,250,23,64,15,2,4,95,33,4,0,27,53,5,0.256,0.38,0.33
70649,2007.0,Lotte,56,105,91,6,15,4,0,2,25,6,1,0,11,30,2,0.165,0.275,0.257
70655,2005.0,KIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70706,2001.0,Hanwha,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
70719,2001.0,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70719,2002.0,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70723,2002.0,Hanwha,21,32,29,9,12,2,0,1,17,1,4,3,3,6,1,0.414,0.586,0.469
70723,2003.0,Hanwha,59,92,68,27,15,2,0,0,17,2,1,1,13,21,1,0.221,0.25,0.379
70723,2004.0,Hanwha,14,16,16,2,1,0,0,0,1,0,0,0,0,3,0,0.063,0.063,0.063
70738,2000.0,Hanwha,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
70738,2004.0,Hanwha,2,6,5,0,1,1,0,0,2,0,0,0,1,2,0,0.2,0.4,0.333
70755,2001.0,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70755,2002.0,Hanwha,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70755,2003.0,Hanwha,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70755,2010.0,Doosan,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-
70756,2000.0,Hanwha,69,86,74,11,12,7,0,1,22,3,1,0,10,21,2,0.162,0.297,0.267
70756,2001.0,Hanwha,71,159,138,22,27,7,1,3,45,16,2,4,11,25,3,0.196,0.326,0.263
70756,2002.0,Hanwha,111,329,296,41,77,20,2,11,134,35,5,1,24,57,5,0.26,0.453,0.32
70756,2003.0,Hanwha,107,384,323,46,77,19,1,11,131,38,2,6,47,63,6,0.238,0.406,0.343
70756,2004.0,Hanwha,133,541,481,80,148,35,3,23,258,74,6,3,48,80,8,0.308,0.536,0.371
70756,2005.0,Hanwha,126,513,444,69,121,27,1,26,228,68,6,2,53,94,8,0.273,0.514,0.357
70756,2006.0,Hanwha,126,497,421,53,108,25,1,20,195,73,0,2,65,87,11,0.257,0.463,0.363
